s,C,C,C,C,C,C,C,C,kW/m2
Time,"TEMP1","TEMP2","TEMP3","TEMP4","TC1","TC2","TC3","TC4","HEAT_FLUX"
 2.9676153E+002, 1.7528370E+002, 5.0418938E+001, 3.1299368E+001, 3.4263719E+001, 2.1357690E+002, 4.9371623E+001, 3.2306442E+001, 3.3824577E+001, 1.7165013E-002
 2.9772145E+002, 1.9936031E+002, 4.7331393E+001, 3.0393690E+001, 3.3739257E+001, 2.1305418E+002, 4.9084801E+001, 3.2007422E+001, 3.3780575E+001, 1.7118556E-002
 2.9869091E+002, 2.5184614E+002, 4.6758291E+001, 3.0407011E+001, 3.3345645E+001, 2.2778285E+002, 4.8788466E+001, 3.1695529E+001, 3.3681084E+001, 1.7169110E-002
 2.9966365E+002, 1.7669623E+002, 4.4956211E+001, 2.8870983E+001, 3.3419979E+001, 2.2848658E+002, 4.8298506E+001, 3.1369891E+001, 3.3574820E+001, 1.7238416E-002
 3.0063897E+002, 1.5111697E+002, 5.1204582E+001, 2.7133516E+001, 3.3800351E+001, 2.2129353E+002, 4.8157734E+001, 3.0798229E+001, 3.3513289E+001, 1.7219658E-002
 3.0160192E+002, 1.4708662E+002, 5.2993662E+001, 3.0183653E+001, 3.4088980E+001, 2.0380357E+002, 4.8895971E+001, 3.0391441E+001, 3.3502027E+001, 1.7181621E-002
 3.0257282E+002, 9.9060323E+001, 4.5684152E+001, 3.1257625E+001, 3.4170702E+001, 1.8885983E+002, 4.8849224E+001, 3.0483026E+001, 3.3512278E+001, 1.7223401E-002
 3.0354783E+002, 1.6796029E+002, 4.2666758E+001, 3.3941661E+001, 3.4070335E+001, 1.8011876E+002, 4.8198774E+001, 3.0810725E+001, 3.3519188E+001, 1.7342827E-002
 3.0451930E+002, 1.5138124E+002, 4.3951932E+001, 3.3500958E+001, 3.3687061E+001, 1.7783340E+002, 4.7542572E+001, 3.1329264E+001, 3.3496937E+001, 1.7423443E-002
 3.0548111E+002, 2.9708631E+002, 4.8027332E+001, 3.0525097E+001, 3.3299325E+001, 2.1137080E+002, 4.7227211E+001, 3.1369650E+001, 3.3429980E+001, 1.7267162E-002
 3.0645157E+002, 3.0850795E+002, 5.0894134E+001, 3.0990814E+001, 3.3130649E+001, 2.5554730E+002, 4.7601686E+001, 3.1187229E+001, 3.3341131E+001, 1.7056565E-002
 3.0742245E+002, 2.6922770E+002, 4.8641270E+001, 3.2942764E+001, 3.3103470E+001, 2.6900268E+002, 4.8084642E+001, 3.1298377E+001, 3.3251193E+001, 1.6882781E-002
 3.0839868E+002, 3.4402052E+002, 4.4817483E+001, 3.2522705E+001, 3.3335495E+001, 2.9210797E+002, 4.7698927E+001, 3.1532485E+001, 3.3181931E+001, 1.6766098E-002
 3.0937044E+002, 2.4283499E+002, 4.7423764E+001, 3.4542423E+001, 3.3853741E+001, 3.0889863E+002, 4.7404303E+001, 3.1788640E+001, 3.3170432E+001, 1.6791026E-002
 3.1033160E+002, 2.1424768E+002, 4.8948790E+001, 3.5230780E+001, 3.4316353E+001, 2.8749270E+002, 4.7428394E+001, 3.2323481E+001, 3.3230900E+001, 1.6879328E-002
 3.1130223E+002, 2.4671958E+002, 4.8363625E+001, 3.4793722E+001, 3.4457121E+001, 2.7209865E+002, 4.7630510E+001, 3.2694650E+001, 3.3325884E+001, 1.6781376E-002
 3.1227742E+002, 1.7860107E+002, 5.0750204E+001, 3.4141529E+001, 3.4337135E+001, 2.5592433E+002, 4.7762100E+001, 3.2980116E+001, 3.3408990E+001, 1.6526555E-002
 3.1325246E+002, 1.9756035E+002, 4.7568705E+001, 3.4014414E+001, 3.3904752E+001, 2.4683689E+002, 4.7994948E+001, 3.3068107E+001, 3.3441447E+001, 1.6318121E-002
 3.1421032E+002, 1.9396076E+002, 5.0580956E+001, 3.2462372E+001, 3.3367282E+001, 2.3153566E+002, 4.7984307E+001, 3.3122749E+001, 3.3399457E+001, 1.6351202E-002
 3.1518062E+002, 1.6666767E+002, 4.9558782E+001, 3.0357360E+001, 3.3257755E+001, 2.2565336E+002, 4.8305351E+001, 3.2710433E+001, 3.3319911E+001, 1.6459354E-002
 3.1616222E+002, 2.7797590E+002, 4.8349160E+001, 3.0963792E+001, 3.3486414E+001, 2.3641950E+002, 4.8297376E+001, 3.2333324E+001, 3.3262291E+001, 1.6683770E-002
 3.1712487E+002, 1.7106632E+002, 4.7159337E+001, 3.3014134E+001, 3.3731898E+001, 2.3921379E+002, 4.8202593E+001, 3.2214386E+001, 3.3243054E+001, 1.6853125E-002
 3.1809910E+002, 1.5064308E+002, 4.2403990E+001, 3.4549740E+001, 3.3962617E+001, 2.2116054E+002, 4.7669947E+001, 3.2434194E+001, 3.3256755E+001, 1.6922928E-002
 3.1906942E+002, 2.3987776E+002, 4.4807260E+001, 3.5533477E+001, 3.4086159E+001, 2.1987809E+002, 4.6980635E+001, 3.2861057E+001, 3.3292565E+001, 1.7018770E-002
 3.2003142E+002, 2.3078343E+002, 5.2147817E+001, 3.1606272E+001, 3.4138629E+001, 2.2989749E+002, 4.7229299E+001, 3.2921742E+001, 3.3329840E+001, 1.7059201E-002
 3.2101067E+002, 2.4529515E+002, 5.3337547E+001, 3.0711222E+001, 3.4171978E+001, 2.4831490E+002, 4.7945922E+001, 3.2524901E+001, 3.3365802E+001, 1.7001375E-002
 3.2198024E+002, 1.9320279E+002, 5.3131234E+001, 3.2110165E+001, 3.4201759E+001, 2.4496625E+002, 4.8607164E+001, 3.2309227E+001, 3.3398997E+001, 1.6969456E-002
 3.2294307E+002, 2.9727610E+002, 5.0437957E+001, 3.2136582E+001, 3.4198729E+001, 2.4772066E+002, 4.8975368E+001, 3.2248090E+001, 3.3428922E+001, 1.7031213E-002
 3.2391904E+002, 1.8168559E+002, 4.9565831E+001, 3.2624406E+001, 3.4162323E+001, 2.6269186E+002, 4.9012585E+001, 3.2211501E+001, 3.3451674E+001, 1.7056885E-002
 3.2488838E+002, 1.9314352E+002, 4.8314726E+001, 3.2281707E+001, 3.4131735E+001, 2.3904308E+002, 4.8866072E+001, 3.2224810E+001, 3.3468476E+001, 1.6974788E-002
 3.2586248E+002, 1.8142284E+002, 5.1931852E+001, 3.2290974E+001, 3.4035139E+001, 2.3396057E+002, 4.8983566E+001, 3.2196721E+001, 3.3477109E+001, 1.6835149E-002
 3.2682930E+002, 1.9123494E+002, 5.0494571E+001, 3.1681408E+001, 3.3866891E+001, 2.2544213E+002, 4.9323752E+001, 3.2097007E+001, 3.3469710E+001, 1.6640738E-002
 3.2779727E+002, 2.2023193E+002, 4.8941450E+001, 3.4067190E+001, 3.3702622E+001, 2.2547351E+002, 4.9289484E+001, 3.2151634E+001, 3.3443919E+001, 1.6559363E-002
 3.2877221E+002, 1.7085084E+002, 4.6933737E+001, 3.4186305E+001, 3.3658560E+001, 2.1720976E+002, 4.8985139E+001, 3.2485710E+001, 3.3408377E+001, 1.6638016E-002
 3.2973828E+002, 1.6502112E+002, 4.9637233E+001, 3.2734772E+001, 3.3785251E+001, 2.0925432E+002, 4.8757780E+001, 3.2542657E+001, 3.3385039E+001, 1.6772327E-002
 3.3070858E+002, 1.8009698E+002, 5.1919300E+001, 3.4738338E+001, 3.3691967E+001, 2.1115879E+002, 4.8999366E+001, 3.2652981E+001, 3.3368845E+001, 1.6958378E-002
 3.3167422E+002, 1.7523030E+002, 4.8380082E+001, 3.6272288E+001, 3.3317988E+001, 2.0269046E+002, 4.9236274E+001, 3.3097008E+001, 3.3322804E+001, 1.7306348E-002
 3.3264283E+002, 2.4761530E+002, 4.6279132E+001, 3.4558698E+001, 3.2973532E+001, 2.1702267E+002, 4.8796413E+001, 3.3401782E+001, 3.3237380E+001, 1.7467617E-002
 3.3361887E+002, 1.8677290E+002, 4.8013208E+001, 3.5364620E+001, 3.2911940E+001, 2.2653395E+002, 4.8497181E+001, 3.3589187E+001, 3.3138935E+001, 1.7236637E-002
 3.3458035E+002, 1.1133781E+002, 5.1316966E+001, 3.5474415E+001, 3.3213792E+001, 2.0828993E+002, 4.8585221E+001, 3.3831283E+001, 3.3066252E+001, 1.7135196E-002
 3.3555844E+002, 1.5703946E+002, 5.2430443E+001, 3.6676793E+001, 3.3705923E+001, 1.9548716E+002, 4.9040442E+001, 3.4147879E+001, 3.3050371E+001, 1.6885616E-002
 3.3652507E+002, 1.5538658E+002, 4.9434104E+001, 3.4652967E+001, 3.4130836E+001, 1.8750549E+002, 4.9206594E+001, 3.4403293E+001, 3.3090490E+001, 1.6510826E-002
 3.3749760E+002, 1.5198250E+002, 4.7899882E+001, 3.2205936E+001, 3.4379648E+001, 1.8660331E+002, 4.9040993E+001, 3.4148565E+001, 3.3162584E+001, 1.6244678E-002
 3.3846499E+002, 1.8206572E+002, 4.8060258E+001, 3.1630810E+001, 3.4393286E+001, 1.8334049E+002, 4.8812794E+001, 3.3686890E+001, 3.3238286E+001, 1.6187909E-002
 3.3943273E+002, 1.4347372E+002, 5.0135663E+001, 3.4750758E+001, 3.4148924E+001, 1.9107673E+002, 4.8745363E+001, 3.3560919E+001, 3.3290513E+001, 1.6313443E-002
 3.4040751E+002, 2.1336023E+002, 5.1463031E+001, 3.3177771E+001, 3.3761360E+001, 1.9399031E+002, 4.8944148E+001, 3.3622956E+001, 3.3300281E+001, 1.6583400E-002
 3.4137814E+002, 2.1641650E+002, 4.8446456E+001, 3.1764688E+001, 3.3387237E+001, 2.0747500E+002, 4.9117470E+001, 3.3338176E+001, 3.3265702E+001, 1.6932121E-002
 3.4234541E+002, 2.1920590E+002, 4.1874453E+001, 3.3596621E+001, 3.3178021E+001, 2.1721494E+002, 4.8209423E+001, 3.3137183E+001, 3.3202912E+001, 1.7365792E-002
 3.4331931E+002, 2.0381812E+002, 4.8786760E+001, 3.5511526E+001, 3.3164867E+001, 2.2459996E+002, 4.7845709E+001, 3.3361023E+001, 3.3136178E+001, 1.7677197E-002
 3.4428738E+002, 2.2279094E+002, 4.5116097E+001, 3.4510004E+001, 3.3225009E+001, 2.3156531E+002, 4.7661721E+001, 3.3581205E+001, 3.3081285E+001, 1.7827890E-002
 3.4525293E+002, 2.0538989E+002, 4.3564563E+001, 3.4375973E+001, 3.3321107E+001, 2.2949749E+002, 4.7079362E+001, 3.3690869E+001, 3.3040240E+001, 1.7819668E-002
 3.4623044E+002, 1.9313834E+002, 4.8228536E+001, 3.3466097E+001, 3.3513849E+001, 2.2461111E+002, 4.6737227E+001, 3.3640894E+001, 3.3018675E+001, 1.7624715E-002
 3.4719136E+002, 1.8649743E+002, 5.5560997E+001, 3.4536181E+001, 3.3759128E+001, 2.1826923E+002, 4.7709031E+001, 3.3631264E+001, 3.3023638E+001, 1.7529209E-002
 3.4816143E+002, 1.6018199E+002, 5.5069161E+001, 3.8897483E+001, 3.4128354E+001, 2.1183141E+002, 4.8986128E+001, 3.4069829E+001, 3.3061863E+001, 1.7488606E-002
 3.4913513E+002, 1.5782076E+002, 4.6162559E+001, 3.8162118E+001, 3.4685786E+001, 2.0860966E+002, 4.9049048E+001, 3.4910172E+001, 3.3151704E+001, 1.7495874E-002
 3.5010062E+002, 1.7335714E+002, 4.5288590E+001, 3.3358107E+001, 3.5197744E+001, 2.0282282E+002, 4.8427090E+001, 3.4971803E+001, 3.3293733E+001, 1.7579092E-002
 3.5108149E+002, 1.9231653E+002, 4.6728936E+001, 3.1895551E+001, 3.5301269E+001, 2.0109634E+002, 4.8005588E+001, 3.4414575E+001, 3.3451867E+001, 1.7724925E-002
 3.5204371E+002, 1.2855140E+002, 5.1501448E+001, 3.3276465E+001, 3.5050956E+001, 1.9619687E+002, 4.8115712E+001, 3.4134101E+001, 3.3582761E+001, 1.7801398E-002
 3.5301821E+002, 2.1185109E+002, 4.9679732E+001, 2.9660542E+001, 3.4756790E+001, 1.9465806E+002, 4.8440142E+001, 3.3650890E+001, 3.3668817E+001, 1.7774535E-002
 3.5398044E+002, 1.5706837E+002, 4.6676805E+001, 2.9434867E+001, 3.4606337E+001, 1.9615321E+002, 4.8303709E+001, 3.2895288E+001, 3.3722201E+001, 1.7695642E-002
 3.5495300E+002, 1.6288648E+002, 4.7165340E+001, 3.0697712E+001, 3.4642886E+001, 1.9799654E+002, 4.8013187E+001, 3.2442126E+001, 3.3765969E+001, 1.7562021E-002
 3.5592788E+002, 1.7702285E+002, 5.1612778E+001, 3.1193316E+001, 3.4724828E+001, 1.9153799E+002, 4.8159665E+001, 3.2140370E+001, 3.3814646E+001, 1.7389833E-002
 3.5690121E+002, 1.8723730E+002, 4.4966264E+001, 3.2263801E+001, 3.4728344E+001, 1.9834907E+002, 4.8286022E+001, 3.2037834E+001, 3.3863216E+001, 1.7273014E-002
 3.5786353E+002, 1.6793392E+002, 4.5805011E+001, 3.2371174E+001, 3.4649716E+001, 1.9565270E+002, 4.7459767E+001, 3.2017593E+001, 3.3898245E+001, 1.7207162E-002
 3.5883281E+002, 1.5707628E+002, 4.9049007E+001, 3.4808165E+001, 3.4501700E+001, 1.9661058E+002, 4.7494654E+001, 3.2261150E+001, 3.3912769E+001, 1.7143369E-002
 3.5980304E+002, 1.4540872E+002, 4.7400800E+001, 3.5706950E+001, 3.4211094E+001, 1.9235193E+002, 4.7523080E+001, 3.2693019E+001, 3.3899341E+001, 1.7074295E-002
 3.6077339E+002, 2.4951930E+002, 4.5980968E+001, 3.6901544E+001, 3.3841406E+001, 1.9875750E+002, 4.7326109E+001, 3.3263347E+001, 3.3846797E+001, 1.6988189E-002
 3.6175071E+002, 1.3421961E+002, 4.6789760E+001, 3.5147776E+001, 3.3503062E+001, 2.0610650E+002, 4.7110432E+001, 3.3640405E+001, 3.3759099E+001, 1.6896660E-002
 3.6271865E+002, 1.7882524E+002, 4.5927484E+001, 3.4953415E+001, 3.3198196E+001, 1.9715886E+002, 4.6926708E+001, 3.3806191E+001, 3.3643741E+001, 1.6786262E-002
 3.6369211E+002, 2.5079635E+002, 4.6961291E+001, 3.5497228E+001, 3.3084978E+001, 2.1503461E+002, 4.6792940E+001, 3.3974278E+001, 3.3517432E+001, 1.6758589E-002
 3.6466122E+002, 2.6428924E+002, 4.5554218E+001, 3.5784243E+001, 3.3248186E+001, 2.3071124E+002, 4.6685603E+001, 3.4196684E+001, 3.3409811E+001, 1.6863763E-002
 3.6562584E+002, 2.6894333E+002, 4.5161053E+001, 3.4344953E+001, 3.3701215E+001, 2.5723357E+002, 4.6455093E+001, 3.4296826E+001, 3.3352852E+001, 1.6959803E-002
 3.6659028E+002, 2.2546331E+002, 4.9339096E+001, 3.3003677E+001, 3.4294156E+001, 2.5903302E+002, 4.6382951E+001, 3.4117659E+001, 3.3372603E+001, 1.6996061E-002
 3.6756585E+002, 1.1717564E+002, 5.5574176E+001, 3.1336638E+001, 3.4668204E+001, 2.3465974E+002, 4.7486054E+001, 3.3765040E+001, 3.3453146E+001, 1.7111248E-002
 3.6854028E+002, 1.3360696E+002, 4.5590006E+001, 2.9645078E+001, 3.4787773E+001, 2.0991135E+002, 4.7904397E+001, 3.3172583E+001, 3.3551286E+001, 1.7316210E-002
 3.6950326E+002, 1.5679778E+002, 4.3939902E+001, 2.8711225E+001, 3.4721274E+001, 2.0253798E+002, 4.7205947E+001, 3.2488671E+001, 3.3637643E+001, 1.7506128E-002
 3.7047627E+002, 1.5347747E+002, 4.9503766E+001, 2.8174575E+001, 3.4463331E+001, 1.8960742E+002, 4.7093819E+001, 3.1776361E+001, 3.3689826E+001, 1.7315821E-002
 3.7144326E+002, 1.8460153E+002, 5.2916266E+001, 2.9867208E+001, 3.4174643E+001, 1.9766730E+002, 4.7658032E+001, 3.1304169E+001, 3.3698499E+001, 1.6908475E-002
 3.7241411E+002, 2.5638702E+002, 5.0760452E+001, 3.2144980E+001, 3.4009726E+001, 2.0952357E+002, 4.8233831E+001, 3.1207634E+001, 3.3677194E+001, 1.6734822E-002
 3.7338706E+002, 1.5642846E+002, 5.3646024E+001, 3.4724260E+001, 3.4124316E+001, 2.1740099E+002, 4.8648033E+001, 3.1575664E+001, 3.3655471E+001, 1.6813041E-002
 3.7435249E+002, 2.9512981E+002, 5.0946085E+001, 3.4517941E+001, 3.4448955E+001, 2.3466521E+002, 4.9472245E+001, 3.2103751E+001, 3.3668069E+001, 1.6968415E-002
 3.7532341E+002, 1.9016794E+002, 3.7788315E+001, 3.2465383E+001, 3.4757969E+001, 2.4468784E+002, 4.8500209E+001, 3.2274837E+001, 3.3719739E+001, 1.6957117E-002
 3.7629494E+002, 2.2086205E+002, 4.4181322E+001, 3.2282368E+001, 3.4987202E+001, 2.4209041E+002, 4.7234027E+001, 3.2207916E+001, 3.3797377E+001, 1.6880976E-002
 3.7727118E+002, 2.6109500E+002, 5.0903103E+001, 3.3700473E+001, 3.4997024E+001, 2.5029482E+002, 4.7416915E+001, 3.2300809E+001, 3.3877998E+001, 1.6866550E-002
 3.7823720E+002, 2.5548371E+002, 5.2398044E+001, 3.5192303E+001, 3.4624028E+001, 2.5858831E+002, 4.8086565E+001, 3.2613667E+001, 3.3922977E+001, 1.6924273E-002
 3.7921128E+002, 1.6565420E+002, 4.9431345E+001, 3.5219750E+001, 3.4021998E+001, 2.4716366E+002, 4.8360021E+001, 3.3046101E+001, 3.3900527E+001, 1.7010940E-002
 3.8017548E+002, 2.6091112E+002, 4.8366377E+001, 3.4503276E+001, 3.3564632E+001, 2.4421294E+002, 4.8354667E+001, 3.3283258E+001, 3.3818337E+001, 1.7094617E-002
 3.8114261E+002, 2.4551588E+002, 5.2201044E+001, 3.4311456E+001, 3.3453436E+001, 2.5146493E+002, 4.8463567E+001, 3.3424102E+001, 3.3714117E+001, 1.7160318E-002
 3.8211123E+002, 2.6340521E+002, 5.2358758E+001, 3.3885978E+001, 3.3763579E+001, 2.6450210E+002, 4.8989198E+001, 3.3499226E+001, 3.3634022E+001, 1.7235602E-002
 3.8308271E+002, 1.6700140E+002, 4.7863907E+001, 3.1343257E+001, 3.4229568E+001, 2.5853712E+002, 4.9109282E+001, 3.3302385E+001, 3.3611776E+001, 1.7251296E-002
 3.8405992E+002, 1.9117936E+002, 4.1597719E+001, 3.1747151E+001, 3.4403274E+001, 2.3575993E+002, 4.8357897E+001, 3.2915974E+001, 3.3633453E+001, 1.7276637E-002
 3.8502841E+002, 2.6353626E+002, 4.2375286E+001, 3.1313287E+001, 3.4288559E+001, 2.4436939E+002, 4.7399400E+001, 3.2687441E+001, 3.3653816E+001, 1.7127418E-002
 3.8599724E+002, 3.1286998E+002, 4.6083210E+001, 2.9728543E+001, 3.4072619E+001, 2.7329252E+002, 4.6895538E+001, 3.2263872E+001, 3.3650191E+001, 1.6820800E-002
 3.8696212E+002, 1.9613313E+002, 5.2391319E+001, 2.9671640E+001, 3.3788599E+001, 2.6886351E+002, 4.7213346E+001, 3.1805044E+001, 3.3618067E+001, 1.6607752E-002
 3.8794204E+002, 1.0601276E+002, 5.4149522E+001, 2.9546268E+001, 3.3445925E+001, 2.3771698E+002, 4.8097077E+001, 3.1400753E+001, 3.3551816E+001, 1.6521934E-002
 3.8890440E+002, 1.4362963E+002, 5.1954555E+001, 2.9562877E+001, 3.3237101E+001, 2.1773416E+002, 4.8693958E+001, 3.1056061E+001, 3.3461338E+001, 1.6488983E-002
 3.8988281E+002, 1.6870655E+002, 5.3097514E+001, 2.9520150E+001, 3.3251746E+001, 2.0754282E+002, 4.9080018E+001, 3.0788886E+001, 3.3371408E+001, 1.6489831E-002
 3.9085057E+002, 2.4226289E+002, 5.0851849E+001, 2.9421871E+001, 3.3363892E+001, 2.1240865E+002, 4.9513436E+001, 3.0541051E+001, 3.3301437E+001, 1.6535303E-002
 3.9181868E+002, 2.0207315E+002, 5.4258251E+001, 2.9347495E+001, 3.3403930E+001, 2.2781227E+002, 4.9844093E+001, 3.0314184E+001, 3.3249493E+001, 1.6554255E-002
 3.9278988E+002, 1.7975915E+002, 5.2326193E+001, 3.0636290E+001, 3.3429525E+001, 2.1610487E+002, 5.0456945E+001, 3.0239590E+001, 3.3208322E+001, 1.6511377E-002
 3.9375367E+002, 1.7636548E+002, 4.5588994E+001, 3.0179668E+001, 3.3446512E+001, 2.1827894E+002, 5.0061344E+001, 3.0251857E+001, 3.3176280E+001, 1.6579495E-002
 3.9473164E+002, 2.7749815E+002, 4.8749664E+001, 2.9288228E+001, 3.3365926E+001, 2.3268619E+002, 4.9447021E+001, 3.0138684E+001, 3.3145169E+001, 1.6641647E-002
 3.9569250E+002, 3.2215569E+002, 5.5925511E+001, 2.9241505E+001, 3.3196324E+001, 2.5840049E+002, 5.0026191E+001, 2.9943057E+001, 3.3100878E+001, 1.6698039E-002
 3.9666400E+002, 2.4817267E+002, 4.9440292E+001, 3.4417875E+001, 3.3072153E+001, 2.8785251E+002, 5.0515439E+001, 3.0211239E+001, 3.3042188E+001, 1.6716421E-002
 3.9763480E+002, 2.8357671E+002, 4.7961312E+001, 3.4459153E+001, 3.3171603E+001, 2.8380511E+002, 5.0103573E+001, 3.0989820E+001, 3.2988730E+001, 1.6673381E-002
 3.9861139E+002, 2.4366025E+002, 4.3044611E+001, 3.2290252E+001, 3.3448544E+001, 2.8139739E+002, 4.9260472E+001, 3.1319873E+001, 3.2968094E+001, 1.6622062E-002
 3.9957628E+002, 2.0728069E+002, 4.7495844E+001, 3.4055154E+001, 3.3808406E+001, 2.7464954E+002, 4.8555400E+001, 3.1516337E+001, 3.2992244E+001, 1.6607968E-002
 4.0054499E+002, 2.0374706E+002, 5.1909842E+001, 3.6370263E+001, 3.4073749E+001, 2.5257122E+002, 4.8712826E+001, 3.2156221E+001, 3.3053944E+001, 1.6617563E-002
 4.0151334E+002, 2.0711921E+002, 5.2467525E+001, 3.3922332E+001, 3.4159152E+001, 2.4822363E+002, 4.9167493E+001, 3.2599407E+001, 3.3128422E+001, 1.6582941E-002
 4.0248560E+002, 1.7706389E+002, 5.3340980E+001, 3.3865185E+001, 3.4022902E+001, 2.3321960E+002, 4.9612412E+001, 3.2687530E+001, 3.3190521E+001, 1.6594067E-002
 4.0345894E+002, 2.3130162E+002, 4.9970255E+001, 3.4317222E+001, 3.3636606E+001, 2.3573182E+002, 4.9784024E+001, 3.2933392E+001, 3.3209414E+001, 1.6688950E-002
 4.0442412E+002, 1.2451963E+002, 5.0996890E+001, 3.4176087E+001, 3.3234922E+001, 2.2303337E+002, 4.9851326E+001, 3.3097375E+001, 3.3173918E+001, 1.6745576E-002
 4.0539310E+002, 2.0527090E+002, 5.2049076E+001, 3.2981735E+001, 3.2989474E+001, 2.1331002E+002, 4.9912054E+001, 3.3115516E+001, 3.3102456E+001, 1.6569843E-002
 4.0637190E+002, 1.8514490E+002, 5.4049997E+001, 3.2828269E+001, 3.3025489E+001, 2.1239744E+002, 5.0351572E+001, 3.3027883E+001, 3.3026409E+001, 1.6379845E-002
 4.0734140E+002, 2.1732289E+002, 5.2816128E+001, 3.2371894E+001, 3.3379951E+001, 2.1622639E+002, 5.0777251E+001, 3.2914658E+001, 3.2985789E+001, 1.6213059E-002
 4.0830141E+002, 2.1589331E+002, 5.8013679E+001, 3.2027790E+001, 3.3815673E+001, 2.2309000E+002, 5.1441666E+001, 3.2743220E+001, 3.3003788E+001, 1.6092216E-002
 4.0927695E+002, 1.5547183E+002, 4.7847083E+001, 3.1217386E+001, 3.4039914E+001, 2.2584666E+002, 5.1808822E+001, 3.2542788E+001, 3.3061150E+001, 1.6184842E-002
 4.1024551E+002, 1.5645127E+002, 4.2408180E+001, 2.8987125E+001, 3.4109018E+001, 2.0860379E+002, 5.0541371E+001, 3.2066686E+001, 3.3123990E+001, 1.6291915E-002
 4.1122389E+002, 1.3622571E+002, 4.4325114E+001, 3.1365502E+001, 3.4263571E+001, 2.0120397E+002, 4.9380999E+001, 3.1685358E+001, 3.3190430E+001, 1.6500499E-002
 4.1218651E+002, 1.9542429E+002, 4.8757328E+001, 3.1968937E+001, 3.4332291E+001, 1.9131278E+002, 4.8856417E+001, 3.1713991E+001, 3.3263378E+001, 1.6756237E-002
 4.1316164E+002, 1.9382947E+002, 5.5071327E+001, 3.0468988E+001, 3.4377749E+001, 2.1511551E+002, 4.9351923E+001, 3.1572533E+001, 3.3335098E+001, 1.6893578E-002
 4.1412745E+002, 1.0582279E+002, 5.8391410E+001, 3.0381474E+001, 3.4346285E+001, 1.9618189E+002, 5.0721440E+001, 3.1355213E+001, 3.3400177E+001, 1.6912078E-002
 4.1509008E+002, 1.9244622E+002, 5.2654628E+001, 2.9865918E+001, 3.4209987E+001, 1.9134710E+002, 5.1410328E+001, 3.1109977E+001, 3.3443318E+001, 1.6883793E-002
 4.1606470E+002, 1.4218203E+002, 4.8529289E+001, 3.1317303E+001, 3.4034359E+001, 1.8997804E+002, 5.1195037E+001, 3.0975097E+001, 3.3460188E+001, 1.6803385E-002
 4.1703109E+002, 1.6084048E+002, 4.5076003E+001, 3.3093647E+001, 3.3761337E+001, 1.8580629E+002, 5.0448148E+001, 3.1129368E+001, 3.3448423E+001, 1.6848970E-002
 4.1800171E+002, 2.3619286E+002, 4.3937806E+001, 3.5006641E+001, 3.3454044E+001, 1.9566062E+002, 4.9530011E+001, 3.1623029E+001, 3.3400977E+001, 1.7038699E-002
